COU,COUNTRY,VARIABLE,"VARIABLE EXPLANATION",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
BEL,Belgium,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,18.578,18.521,19.03,19.94,21.052,21.557,21.777,22.408,22.731,23.682,24.86,26.508,27.717,28.713,29.917,30.64,31.939,34.712,37.534,39.239,41.895,48.76,54.227,58.462,62.112,64.914,67.807,70.966,74.669,79.425,82.695,86.141,89.419,90.444,91.245,93.201,97.326,100,102.086,105.007
BLX,Belgium-Luxembourg,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
CAN,Canada,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,15.232,16.984,17.726,17.715,17.995,18.093,18.734,19.153,19.42,19.824,20.301,20.394,20.683,21.109,21.658,22.385,23.462,24.447,25.33,26.463,27.685,28.571,30.18,32.864,37.599,41.296,44.894,47.717,50.59,55.704,61.628,68.265,74.199,77.781,80.225,82.332,84.281,88.251,92.39,96.909,100,102.413,103.582
CHL,Chile,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,0.000121,0.0001297,0.0001461,0.0002104,0.0003122,0.0004341,0.0005577,0.0007014,0.0009384,0.0013125,0.001845,0.0021848,0.0040842,0.0211522,0.168025,0.743439,2.607,5.307,8.308,12.153,15.702,17.616,19.958,25.274,28.884,39.479,48.204,60.053,72.936,83.941,100,121.615,138.958
COL,Colombia,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.821,0.981,1.072,1.173,1.287,1.408,1.533,1.746,2.024,2.562,3.132,3.893,4.755,5.847,7.382,9.424,11.719,14.18,16.867,20.774,29.153,37.465,47.443,63.681,80.294,100,128.216,161.903
CRI,"Costa Rica",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,2.166,2.236,2.25,2.293,2.334,2.314,2.341,2.395,2.442,2.554,2.741,2.808,2.988,3.431,4.228,5.266,6.14,7.18,7.748,8.456,10.049,14.179,26.113,33.669,39.288,47.36,55.912,61.584,73.182,84.341,100,129.051,156.936
CSK,Czechoslovakia,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,64.242,64.181,63.346,77.173,72.539,69.105,71.659,92.611,95.543,100.791,98.336,100.34,100.236,100.145,99.435,99.682,100.589,90.54,90.755,90.997,91.445,91.913,93.959,96.897,99.132,93.984,97.762,99.006,99.152,97.737,100,100.334,100.731
CYP,Cyprus,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,12.507,14.927,15.88,16.081,16.96,17.766,18.853,18.635,18.93,18.793,18.93,19.021,19.5,19.341,19.642,20.38,20.725,20.935,21.57,22.584,23.566,24.074,25.585,27.703,30.786,32.373,34.972,38.084,42.301,47.858,54.631,61.4,67.756,71.174,76.997,81.361,84.738,88.039,90.855,95.084,100,103.814,108.584
DFA,"Germany, West (former)",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,20.711,23.615,25.492,24.881,24.456,25.29,26.141,27.035,27.508,28.092,31.737,33.611,35.772,37.173,38.194,39.105,40.007,39.469,39.914,41.965,46.673,50.109,52.127,54.757,58.745,60.802,62.741,64.957,68.002,72.439,76.484,80.303,82.889,84.699,87.027,88.742,90.159,91.454,93.062,95.835,100,104.839,108.349
DNK,Denmark,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,10.018,11.612,12.193,11.872,11.769,12.011,12.553,12.94,12.897,12.921,13.019,13.695,14.19,14.811,15.314,16.26,16.993,17.65,18.495,19.361,23.233,24.77,26.586,29.47,35.136,39.247,42.304,46.264,49.934,53.709,58.97,66.257,72.342,78.106,82.01,86.298,88.523,91.765,94.162,97.971,100,103.096,106.879
DOM,"Dominican Republic",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,4.621,4.601,4.953,5.309,5.421,5.364,5.237,5.331,5.546,5.703,5.823,5.891,6.364,6.651,7.829,9.156,9.418,10.415,10.613,11.694,13.296,14.002,15.11,15.64,18.686,25.951,28.405,32.587,46.97,62.214,100,153.122,159.35
ECU,Ecuador,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.903,0.962,1.006,1.05,1.128,1.231,1.325,1.355,1.436,2.011,2.212,2.499,2.936,3.168,3.678,4.396,5.027,5.923,8.215,11.434,14.968,18.093,24.966,38.022,64.918,100,142.719,217.57
EGY,Egypt,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,9.381,9.397,9.435,9.664,10.271,10.584,11.072,11.222,11.322,11.488,11.741,12.029,12.331,13.748,15.292,16.881,18.986,20.871,23.161,28.332,33.44,33.837,36.939,40.002,44.467,48.485,54.683,62.925,73.001,85.22,100,122.261,145.955
FIN,Finland,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,7.723,7.977,8.296,8.687,9.186,9.662,10.007,10.589,11.744,12.355,13.875,15.368,17.074,19.875,25.029,28.676,31.65,35.487,37.709,41.038,48.871,54.285,58.104,63.227,67.772,72.112,75.572,80.424,86.459,93.86,100,99.185,95.479
FRA,France,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,16.897,17.422,18.048,19.113,19.902,20.464,20.876,21.405,22.025,23.258,21.627,22.716,23.87,25.684,29.856,33.524,37.365,40.484,43.598,47.947,58.046,64.182,71.925,77.987,83.11,86.723,89.614,92.239,94.82,97.24,100,102.824,104.162
GBR,"United Kingdom",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,6.512,7.236,8.033,8.119,8.094,8.491,8.905,9.214,9.459,9.375,9.578,9.791,10.082,10.294,10.544,10.922,11.344,11.493,11.883,12.406,13.785,14.863,16.397,19.005,23.143,28.332,32.369,36.299,40.439,46.877,59.047,64.9,66.811,68.991,71.879,75.889,79.205,82.973,88.109,94.419,100,99.956,104.249
GRC,Greece,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,2.126,2.293,2.42,2.952,3.596,3.758,3.961,3.966,3.76,3.758,3.919,3.927,4.176,4.265,4.397,4.405,4.44,4.561,4.725,4.836,4.641,4.798,5.232,6.29,7.816,8.661,10.183,11.955,14.161,17.284,20.708,24.697,28.335,34.888,41.659,49.605,61.172,68.024,76.638,89.266,100,120.225,133.503
GTM,Guatemala,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,23.461,9.26,9.107,9.397,9.806,9.925,10.087,9.959,9.879,9.997,9.826,9.721,9.971,10.051,9.847,9.706,9.608,9.646,9.825,9.992,10.492,10.359,10.219,11.7,13.533,15.309,17.068,19.876,20.968,22.771,25.054,27.189,28.546,30.412,31.675,37.616,53.211,57.469,64.167,71.167,100,132.991,144.761
HND,Honduras,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,15.6,15.858,16.153,16.512,16.651,16.855,16.907,16.813,16.971,17.189,17.551,18.123,18.764,19.229,20.227,20.405,20.847,21.662,21.927,22.681,23.241,23.653,24.673,26.301,29.38,32.208,34.956,39.221,41.206,45.155,52.009,55.735,58.206,62.259,64.359,67.737,70.374,72.365,77.056,82.508,100,126.028,137.295
IDN,Indonesia,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,0.001,0.001,0.004,0.009,0.02,0.065,0.85,2.246,4.877,5.815,6.556,6.768,7.688,10.22,15.055,16.932,19.38,21.899,24.298,32.748,43.214,48.055,51.7,58.905,63.763,67.154,67.146,77.788,83.723,91.665,100,108.728,116.736
IND,India,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,10.167,10.491,10.032,10.284,9.277,9.134,10.307,10.648,11.051,11.337,11.819,12.061,12.575,13.604,14.768,15.968,18.123,19.688,20.136,20.812,21.144,22.255,24.692,29.157,34.03,33.518,35.497,37.473,38.424,44.509,49.653,54.661,58.551,63.46,68.032,73.712,78.52,85.243,92.093,100,110.685,125.438
IRL,Ireland,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,9.287,9.658,10.548,10.24,10.125,10.399,11.006,11.484,11.635,11.54,12.583,13.035,13.466,13.744,14.54,15.028,15.486,16.013,16.541,17.726,19.846,21.691,24.421,27.075,33.041,39.556,47.186,54.999,61.224,69.798,82.383,93.61,72.728,77.27,81.525,85.074,87.123,89.096,93.842,98.75,100,103.528,105.25
IRN,Iran,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,4.062,3.885,3.849,3.788,3.858,3.802,3.77,3.764,3.754,3.699,3.714,4.151,4.453,5.986,9.352,9.899,11.4,13.595,15.022,19.083,23.551,29.319,33.594,37.712,41.517,43.481,49.201,60.46,70.726,84.35,100,123.587,154.5
IRQ,Iraq,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,4.975,5.042,5.144,5.082,5.236,5.168,5.334,5.901,5.605,5.681,5.985,6.322,8.135,7.687,14.394,16.134,17.083,19.308,20.752,21.634,31.696,35.976,46.995,35.229,39.944,48.459,54.291,60.22,66.465,68.965,100,118.419,143.559
ISL,Iceland,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,0.035,0.044,0.052,0.053,0.054,0.058,0.066,0.071,0.079,0.085,0.107,0.12,0.132,0.138,0.153,0.172,0.187,0.19,0.227,0.292,0.327,0.352,0.385,0.528,0.751,1.155,1.455,1.82,2.669,3.872,6.349,9.493,14.887,25.913,30.845,40.292,49.489,57.505,68.226,86.121,100,106.422,109.583
ISR,Israel,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,0.004,0.006,0.006,0.007,0.008,0.008,0.009,0.009,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.01,0.013,0.017,0.024,0.038,0.067,0.15,0.339,0.765,1.909,9.267,33.892,50.976,62.086,72.998,86.397,100,120.515,134.17
ITA,Italy,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,2.956,3.294,3.357,3.331,3.347,3.402,3.483,3.597,3.595,3.552,3.901,4.001,4.174,4.488,4.82,4.921,4.99,5.102,5.212,5.536,6.721,7.21,7.603,8.869,11.399,13.592,16.177,19.236,21.477,24.907,42.053,51.08,58.943,65.681,71.755,78.297,81.199,84.49,89.241,94.045,100,105.279,109.185
JAM,Jamaica,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,2.954,3.173,3.186,3.284,3.356,3.504,3.595,3.697,3.697,3.719,4.078,4.148,4.284,4.37,4.607,4.891,5.026,5.985,7.792,9.415,10.456,11.736,14.786,17.245,20.338,22.049,24.079,28.058,37.871,48.561,56.924,63.228,71.832,80.771,100,144.148,233.568
JPN,Japan,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,21.6,23.069,24.154,18.385,19.292,20.638,20.574,21.516,23.691,25.535,26.607,28.074,29.57,31.088,32.634,34.427,36.121,37.722,40.16,42.381,44.836,50.723,60.904,65.422,70.501,75.027,78.782,80.91,84.64,87.767,89.245,90.483,92.564,94.001,95.65,95.672,96.027,97.818,100,101.961,103.608
KEN,Kenya,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.775,19.515,22.112,15.371,15.519,15.967,16.415,17.161,17.632,19.148,22.898,25.957,29.567,34.574,34.53,36.743,40.328,44.388,50.832,56.846,62.618,67.804,73.728,77.711,84.343,91.432,100,111.546,128.378
KOR,"South Korea",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,0.408,0.534,0.882,1.186,1.436,1.414,1.446,1.609,1.822,2.158,2.803,3.638,3.861,4.415,5.128,5.961,6.844,8.047,9.14,10.646,12.085,15.652,19.735,23.931,28.076,34.445,41.221,51.168,59.847,63.952,67.083,69.774,73.711,77.086,80.961,86.388,90.982,100,110.104,116.775
LKA,"Sri Lanka",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,5.967,6.36,5.778,6.068,6.243,6.598,6.704,6.556,6.628,6.753,6.724,6.611,6.766,6.703,6.664,6.749,6.62,6.766,7.689,7.756,7.824,8.05,8.48,9.888,12.286,13.12,14.277,16.576,18.085,20.934,25.152,30.45,42.191,49.256,59.255,59.601,63.161,68.208,74.947,83.133,100,110.412,121.483
LUX,Luxembourg,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.276,31.826,33.166,35.481,41.099,46.274,49.37,51.223,53.124,56.261,63.013,68.03,75.283,79.778,83.386,86.09,89.234,91.627,93.405,97.28,100,104.24,108.124
MAR,Morocco,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.415,19.044,18.842,18.744,18.769,21.867,22.492,23.387,24.299,25.716,30.335,31.551,33.225,37.859,40.59,43.677,50.423,55.315,59.317,63.656,69.13,74.957,82.63,85.934,90.536,93.997,100,106.996,112.434
MDG,Madagascar,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,4.651,4.81,4.987,5.067,5.289,5.663,5.703,5.762,5.985,6.403,6.735,7.078,7.871,9.551,9.831,10.881,11.735,12.528,13.952,16.044,20.087,25.832,31.413,42.661,47.108,53.78,66.159,80.167,89.762,100,113.967,128.208
MLT,Malta,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,42.009,43.961,44.601,44.312,44.298,44.398,44.72,45.292,46.013,49.733,51.055,51.403,50.763,52.402,54.172,57.084,59.934,62.893,65.52,69.57,78.194,84.279,87.173,86.912,86.759,87.306,90.379,93.136,94.871,96.894,100,103.318,107.025
MUS,Mauritius,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,11.428,11.45,6.9,11.488,11.197,11.961,11.833,6.857,6.609,6.76,7.621,7.057,7.134,7.309,7.47,7.972,8.138,8.303,8.803,10.05,11.622,18.685,19.6,20.181,25.117,27.817,32.806,41.523,46.034,50.115,54.343,58.356,63.187,68.257,74.15,81.897,90.895,100,107.651,113.22
MWI,Malawi,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.431,11.362,11.733,11.075,12.27,12.504,13.466,14.761,14.723,13.283,15.675,17.049,18.543,21.141,21.467,22.429,26.175,30.451,33.274,37.091,42.196,46.015,51.431,59.902,75.743,89.424,100,115.118,137.079
NIC,Nicaragua,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,3E-07,3E-07,3E-07,3E-07,4E-07,4E-07,4E-07,4E-07,4E-07,4E-07,4E-07,4E-07,4E-07,5E-07,6E-07,7E-07,7E-07,8E-07,8E-07,1.1E-06,1.6E-06,1.7E-06,2E-06,2.2E-06,3.1E-06,8.3E-06,3.19E-05,0.0001944,0.026651,1.403,100,3123.883,3849.574
NLD,Netherlands,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,14.805,16.852,18.401,17.857,18.331,19.025,20.444,21.871,22.318,21.96,22.28,22.645,21.647,24.182,25.618,26.796,28.153,28.687,29.187,30.875,33.843,37.158,40.008,42.26,46.909,51.964,56.228,63.55,67.779,72.44,77.855,82.961,85.942,87.082,88.41,93.226,93.096,94.561,96.216,97.97,100,102.393,104.914
NOR,Norway,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,9.515,10.597,12.043,12.278,12.722,12.849,13.236,14.065,14.838,15.127,16.304,16.448,16.74,16.969,17.073,18.136,18.843,19.276,20.304,21.51,22.65,23.884,25.619,27.044,31.117,35.655,39.523,43.716,46.9,48.246,52.392,57.604,65.06,68.937,70.618,76.81,81.968,90.524,96.454,99.886,100,100.675,102.122
NZL,"New Zealand",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,10.549,10.695,10.722,10.748,11.07,11.382,11.462,12.057,13.538,13.955,15.57,17.092,18.086,18.799,21.678,27.6,32.741,36.816,42.372,46.069,54.644,62.853,69.256,72.031,79.148,88.713,97.087,99.082,98.001,99.693,100,99.301,99.085
PAK,Pakistan,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.367,13.884,15.082,15.369,15.544,16.213,17.063,18.122,20.939,26.266,32.579,36.441,39.755,43.347,46.203,50.39,55.386,60.574,63.771,69.927,73.114,75.5,78.915,86.391,93.953,100,113.053,124.479
PER,Peru,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5E-06,5.3E-06,5.7E-06,6.6E-06,7.5E-06,9E-06,1.22E-05,1.679999999E-05,2.66E-05,5.23E-05,8.58E-05,0.0001432,0.0002357,0.0004854,0.0010133,0.0027171,0.0047467,0.0087984,0.0571679,1.582,100,498.009,813.283
PHL,Philippines,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,4.273,4.306,4.221,4.107,3.958,3.951,4.037,4.18,4.26,4.351,4.589,4.73,5.051,5.488,5.734,5.964,6.29,6.648,6.972,7.308,8.404,9.458,10.1,11.926,15.625,16.927,18.483,19.852,21.677,24.979,26.596,29.873,32.473,37.091,56.873,66.902,68.877,74.042,81.185,88.518,100,116.527,125.771
POL,Poland,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,0.234,0.272,0.276,0.285,0.301,0.318,0.315,0.357,0.365,0.33,0.329,0.332,0.336,0.34,0.341,0.341,0.343,0.345,0.354,0.372,0.419,0.427,0.459,0.463,0.472,0.482,1.215,1.394,1.621,1.929,2.367,3.063,5.035,14.942,100,319.596,1274.857
PRT,Portugal,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,6.187,6.055,5.954,5.891,6.002,6.102,6.01,6.04,6.137,6.243,6.336,6.382,6.344,6.417,6.589,7.386,7.515,6.94,7.913,8.589,9.597,10.616,13.304,16.624,19.68,24.183,28.77,29.199,32.246,37.343,40.795,46.546,54.602,60.63,68.735,76.076,82.857,88.442,100,115.506,129.031
SLV,"El Salvador",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,8.217,8.071,8.001,8.106,8.173,8.278,8.18,8.148,8.164,8.199,8.595,8.623,8.715,9.589,10.666,11.473,14.06,16.652,16.794,19.121,21.689,22.932,25.192,28.298,31.772,38.302,52.489,59.851,69.647,81.174,100,112.782,122.828
SWE,Sweden,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,7.292,8.909,9.908,9.719,9.51,9.88,10.399,10.808,10.883,10.898,12.737,13.16,13.736,14.188,14.784,15.529,16.216,16.786,17.122,17.489,19.737,21.572,22.224,23.744,27.146,30.123,33.854,37.798,41.64,45.564,51.192,55.962,60.717,66.723,70.198,74.105,77.125,80.631,86.53,93.26,100,104.671,102.672
SYR,Syria,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.221,6.575,6.451,6.763,7.433,7.791,7.474,7.948,8.526,8.096,8.937,12.02,12.812,14.119,15.644,17.391,20.193,23.722,27.791,28.46,29.895,32.037,33.349,42.128,52.83,67.948,83.798,100,105.581,112.978
TTO,"Trinidad & Tobago",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.724,9.126,9.94,9.935,10.121,10.792,11.991,14.532,22.889,28.513,30.793,34.901,36.006,44.902,55.112,57.882,64.902,69.781,74.006,74.942,74.005,77.608,80.896,86.787,100,100.825,108.505
TUN,Tunisia,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,13.825,15.602,15.124,15.751,15.94,17.657,17.932,18.64,18.567,19.294,20.186,21.293,21.904,23.78,29.587,31.066,31.961,35.048,37.312,41.19,46.465,51.764,60.05,65.643,70.453,73.847,76.135,81.281,88.2,94.597,100,107.228,113.922
TUR,Turkey,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,0.08,0.083,0.091,0.097,0.099,0.103,0.11,0.117,0.122,0.128,0.143,0.168,0.196,0.239,0.305,0.355,0.419,0.522,0.749,1.276,2.582,3.666,4.702,6.054,9.042,13.015,17.129,23.67,39.436,64.786,100,159,260
TWN,"Taiwan, China",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,7.228,9.164,11.252,11.343,12.578,12.633,13.759,14.548,15.712,17.993,18.681,19.163,19.965,20.977,20.9,21.737,22.809,24.24,25.863,26.729,27.766,29.439,33.822,44.785,45.367,47.765,50.965,54.14,60.689,68.183,75.57,82.258,84.716,86.018,85.836,91.603,90.463,93.043,95.932,100,103.561,106.805
TZA,Tanzania,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,.,.,.,.,.,2.819,3.038,3.056,3.206,3.295,3.241,3.31,3.289,3.335,3.401,3.54,3.664,3.889,4.322,5.141,5.886,7.281,8.607,9.374,10.298,11.645,13.72,16.337,19.923,24.052,32.415,40.894,55.38,75.609,85.681,100,136.046,153.877
URY,Uruguay,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,.,8E-05,8E-05,0.0001,0.00011,0.00016,0.00023,0.00027999999999,0.00031,0.00037,0.00053,0.00084,0.00154,0.00272,0.00594,0.00756,0.00856,0.01039,0.01816,0.0373,0.0642,0.10894,0.16213,0.25252,0.37259,0.65383,0.98697,1.286,1.492,2.16,3.374,5.872,10.037,17.35,28.464,49.898,100,200.739,324.889
USA,"United States",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,16.107,17.448,17.907,18.198,18.225,18.727,19.945,20.846,21.102,21.525,22.66,22.574,22.66,22.66,22.918,23.349,24.211,24.986,26.106,28.26,29.983,31.771,33.286,35.278,39.458,44.469,46.793,50.467,55.168,60.462,74.514,81.872,86.264,86.439,87.593,89.325,91.649,93.249,96.105,98.361,100,100.129,99.067
VEN,Venezuela,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,13.674,13.466,13.491,13.457,13.577,13.624,14.05,3.528,3.591,3.455,3.338,3.346,3.353,3.417,3.451,3.463,3.52,3.572,3.667,3.635,3.767,4.013,4.184,4.69,6.776,6.722,7.069,7.635,8.115,9.841,12.286,13.827,14.026,14.82,20.986,22.898,23.6,31.177,37.837,69.657,100,121.45,154.683
ZAF,"South Africa",TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,4.105,4.255,4.427,4.818,4.869,4.853,4.954,5.015,5.03,5.102,5.252,5.318,5.35,5.528,5.622,5.787,6.033,6.295,6.541,7.03,7.312,7.739,8.591,10.163,11.806,13.058,14.388,15.957,17.811,20.537,25.387,28.389,32.288,37.359,41.673,48.441,56.351,64.377,74.113,86.892,100,113.473,128.131
ZWE,Zimbabwe,TotDef,"Economy-Wide Fixed Capital Deflator (1990=100)",.,.,.,.,.,.,10.252,10.56,10.996,11.42,11.801,11.956,12.214,11.964,12.021,11.738,12.46,12.797,12.319,12.39,12.869,13.523,11.979,12.696,13.353,14.187,15.972,17.51,18.925,20.676,22.88,26.376,29.086,33.3,38.037,45.434,47.037,50.351,56.694,61.452,73.294,80.791,100,127.722,179.938
ARG,Argentina,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,1293162000,1069598000,701376000,622471000,1078366000,1166038000,933707000,692609000,631238000,692609000,670691000,1218641000,1218641000,1297546000,1367683000,1069598000,1187956000,1341382000,666336826.666666,1117993023.69519,690988239.343295,654539187.485714,739407000,813836000,836128000,767901484.575563,691929000,595073000,739017000,711871000,700370000,629363000,632652000
AUS,Australia,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,2467679000,2864486000,1515156000,1743581000,2298263000,2219641000,1959281000,2325777000,2027504000,2351536000,1863363000,1621131000,1757288000,2462966000,2720358000,2134753000,2480744000,2569834000,2252309000,2819525000,2923495000,2704566000,2697427000,1940591000,2799812000,2900804000,2255989000,1893163000,2451505000,2560007000,2214999000,1292106000,1463848000
AUT,Austria,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22219211586.5058,22375302824.3398,23663868582.539,17270892556.1797,18638021724.3176,17959675596.3026,18125757143.3663,19436247087.9549,19360944647.2682,18349895582.7748,19083667765.8359,18207699412.7436,16631919399.1583,18012662249.8068,17461581252.4513,18013053082.1207,15761825239.712,15381791729.372,15556311158.0915,15596434812.0681,17722000000,17822811206.3739,16044489607.2942
BEL,Belgium,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BLX,Belgium-Luxembourg,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24682554402.224,18364941690.2008,23675593582.9404,27276682723.9527,27589052036.1361,23219344329.5775,26489895129.4174,24770541281.9745,28801159833.6876,25918307545.3566,23314899943.1699,18281509378.4837,21388251594.2587,23216054483.5842,22553216285.8685,22047525105.8947,22161056401.6518,23774923709.4196,23021895395.7897,23302115270.8012,26671000000,20438380600.1606,.
CAN,Canada,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,3387498000,3432611000,3390468000,3336185000,2478453000,2702717000,3010625000,2516610000,2564343000,2961110000,2975162000,2995919000,3389284000,3813514000,4174012000,4471661000,4756573000,4834886000,4259777000,4020670000,3290628000,3584099000,4390394000,5318877000,5755470000,6293620000,6735839000,6668546000,7272219000,8283015000,7699484000,7421045000,5954238000,5354804000,5369906000,4272966000,4035288000,3933116000,3722266000,3551802000,2976000000,2526057000,2774618000
CHL,Chile,AgSEInv,"Ag Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,65237868157.286,60327803559.206,84554208174.9049,116729705957.719,122678063119.097,138294227003.765,130157100798.403,145322326726.342,118606537523.809,117324500487.804,118016770596.85,110726124675.579,128398727791.908,122864070656.152,102171120933.122,92668411463.2527,134315308626.041,196077873080.801,188384607227.334,141910505988.886,160847773134.729,126296604407.245,.,.,.,.,.,.,.,.,.,.
